agebin,month,Cases,Pop,Year,Run_Number,Sample_ID
5,3,0.9703941782936,1015.566666667,2014,0,9.0
0,4,0,0,2014,0,9.0
5,4,0.82525065355,1017.266666667,2014,0,9.0
0,5,0,0,2014,0,9.0
5,5,0.8476987797767,1019.033333333,2014,0,9.0
0,6,0,0,2014,0,9.0
5,6,1.012862804346,1021.033333333,2014,0,9.0
0,7,0,0,2014,0,9.0
5,7,1.130694230087,1022.233333333,2014,0,9.0
0,8,0,0,2014,0,9.0
5,8,1.025046510622,1020.766666667,2014,0,9.0
0,9,0,0,2014,0,9.0
5,9,0.786663601175,1020.766666667,2014,0,9.0
0,10,0,0,2014,0,9.0
5,10,0.1668244618922,1021.033333333,2014,0,9.0
0,11,0,0,2014,0,9.0
5,11,0.1905569881201,1021.566666667,2014,0,9.0
0,12,0,0,2014,0,9.0
5,12,0.2385932765901,1019.866666667,2014,0,9.0
0,1,0,0,2015,0,9.0
5,1,0.490286028944,1017.433333333,2015,0,9.0
0,2,0,0,2015,0,9.0
